Frequency,Loop Gain (Aβ),Feedback (β),Op Amp Gain (A)
200000,1399.99965280009,0.999999752000062,1400
209425.70961018,1336.98928885667,0.999999752000062,1336.98962043001
219295.639228637,1276.81485844819,0.999999752000062,1276.81517509827
229630.724299377,1219.34872354003,0.999999752000062,1219.34902593851
240452.886923483,1164.46899075543,0.999999752000062,1164.46927954374
251785.082358833,1112.0592528233,0.999999752000062,1112.05952861399
263651.347711282,1062.00834166279,0.999999752000062,1062.00860504086
276076.852920577,1014.21009258088,0.999999752000062,1014.21034410499
289087.954149186,968.563119082857,0.999999752000062,968.563359286511
302712.249687242,924.970597817926,0.999999752000062,924.970827210634
316978.638492223,883.340063203934,0.999999752000062,883.34028227227
331917.381487512,843.583211295464,0.999999752000062,843.5834205041
347560.165749875,805.615712479323,0.999999752000062,805.615912272019
363940.171721997,769.35703260013,0.999999752000062,769.357223400674
381092.14359265,734.730262136576,0.999999752000062,734.730444349681
399052.462993776,701.661953066016,0.999999752000062,701.662127078181
417859.226170808,670.081963071366,0.999999752000062,670.082129251693
437552.324789911,639.923306759844,0.999999752000062,639.923465460824
458173.530553555,611.122013577972,0.999999752000062,611.122165136232
479766.583803899,583.616992121455,0.999999752000062,583.617136858469
502377.286301917,557.34990055212,0.999999752000062,557.350038774896
526053.598379077,532.265022847059,0.999999752000062,532.265154848785
550845.740667634,508.309150617472,0.999999752000062,508.309276678141
576806.300625322,485.431470246539,0.999999752000062,485.431590633544
603990.344080404,463.58345510693,0.999999752000062,463.583570075627
632455.532033677,442.718762629319,0.999999752000062,442.718872423572
662262.242965183,422.793136003584,0.999999752000062,422.793240856282
693473.700905065,403.764310304175,0.999999752000062,403.764410437724
726156.109540204,385.591922840546,0.999999752000062,385.592018467343
760378.792641124,368.237427542471,0.999999752000062,368.237518865353
796214.341106996,351.664013198665,0.999999752000062,351.664100411341
833738.766940673,335.83652537527,0.999999752000062,335.836608662728
873031.664480334,320.721391848582,0.999999752000062,320.721471387488
914176.379229752,306.286551393872,0.999999752000062,306.286627352937
957260.184645279,292.501385779221,0.999999752000062,292.501458319565
1002374.46725455,279.336654820152,0.999999752000062,279.336724095642
1049614.92049955,266.764434357274,0.999999752000062,266.764500514854
1099081.74771525,254.758057025399,0.999999752000062,254.758120205397
1150879.87467432,243.292055688482,0.999999752000062,243.292116024912
1205119.17214872,232.342109420415,0.999999752000062,232.342167041258
1261914.68896039,221.884991917077,0.999999752000062,221.885046944555
1321386.8960152,211.898522230235,0.999999752000062,211.898574781069
1383661.94183788,202.361517718773,0.999999752000062,202.361567904429
1448871.92014998,191.495674110465,0.990902518031587,193.253797044403
1517155.15005837,174.646130478511,0.946304558190138,184.555943397896
1588656.46944857,159.279164047968,0.903713837189872,176.249557651183
1663527.54220535,145.264324095295,0.863040014401311,168.317020846437
1741927.17991217,132.482638146619,0.824196815193085,160.741507009563
1824021.67871183,120.825602016183,0.787101847931876,153.506947460045
1909985.17204288,110.194258710462,0.751676429218713,146.597996727125
2000000.00000001,100.498358378731,0.717845416990938,140
2094257.09610181,91.6555921788774,0.685537051135812,133.698962043001
2192956.39228638,83.5908935547209,0.654682801277698,127.681517509827
2296307.24299377,76.2358009933515,0.625217221415947,121.934902593851
2404528.86923483,69.5278768529166,0.597077811105152,116.446927954374
2517850.82358834,63.4101773272628,0.570204882883327,111.205952861399
2636513.47711282,57.830769047944,0.544541435666799,106.200860504085
2760768.52920578,52.7422882200132,0.520033033843261,101.421034410498
2890879.54149187,48.1015385490855,0.496627691806549,96.8563359286507
3027122.49687243,43.8691245464622,0.474275763688193,92.4970827210631
3169786.38492224,40.0091170994279,0.452929838051879,88.3340282272267
3319173.81487514,36.4887484677381,0.432544637327434,84.3583420504097
3475601.65749877,33.2781341171085,0.41307692177103,80.5615912272016
3639401.71721998,30.3500190283426,0.39448539774789,76.9357223400671
3810921.43592651,27.6795463285066,0.376730630142953,73.4730444349678
3990524.62993778,25.2440462800521,0.359774958713703,70.1662127078178
4178592.2617081,23.0228438366097,0.343582418207755,67.0082129251691
4375523.24789913,20.9970831317865,0.328118662075722,63.9923465460822
4581735.30553557,19.1495674110464,0.313350889617588,61.1122165136229
4797665.838039,17.464613047851,0.299247776408018,58.3617136858467
5023772.86301919,15.9279164047967,0.285779407853057,55.7350038774893
5260535.98379079,14.5264324095294,0.272917215737266,53.2265154848783
5508457.40667636,13.2482638146618,0.260633917626701,50.8309276678139
5768063.00625324,12.0825602016183,0.248903458999222,48.5431590633542
6039903.44080407,11.0194258710462,0.237700957979347,46.3583570075625
6324555.32033679,10.0498358378731,0.227002652560469,44.2718872423571
6622622.42965186,9.1655592178877,0.216785850202448,42.279324085628
6934737.00905067,8.35908935547206,0.207028879697691,40.3764410437723
7261561.09540207,7.62358009933512,0.197711045203619,38.5592018467341
7603787.92641127,6.95278768529163,0.188812582344005,36.8237518865351
7962143.41106999,6.34101773272625,0.180314616286087,35.1664100411339
8337387.66940676,5.78307690479438,0.172199121704513,33.5836608662727
8730316.64480337,5.38123274140078,0.167785234899329,32.0721471387486
9141763.79229756,5.13903737169355,0.167785234899329,30.6286627352936
9572601.84645282,4.90774258925443,0.167785234899329,29.2501458319564
10023744.6725455,4.68685778683962,0.167785234899329,27.9336724095641
10496149.2049955,4.47591443816867,0.167785234899329,26.6764500514853
10990817.4771526,4.27446510411738,0.167785234899329,25.4758120205396
11508798.7467432,4.08208248363945,0.167785234899329,24.3292116024911
12051191.7214872,3.89835850740364,0.167785234899329,23.2342167041257
12619146.8896039,3.72290347222407,0.167785234899329,22.1885046944554
13213868.960152,3.55534521444745,0.167785234899329,21.1898574781068
13836619.4183788,3.3953283205441,0.167785234899329,20.2361567904429
14488719.2014999,3.24251337322823,0.167785234899329,19.3253797044403
15171551.5005838,3.09657623150832,0.167785234899329,18.4555943397896
15886564.6944857,2.95720734314064,0.167785234899329,17.6249557651182
16635275.4220535,2.82411108802746,0.167785234899329,16.8317020846437
17419271.7991217,2.69700515116716,0.167785234899329,16.0741507009562
18240216.7871183,2.57561992382626,0.167785234899329,15.3506947460045
19099851.7204289,2.45969793166317,0.167785234899329,14.6597996727125
20000000.0000001,2.34899328859059,0.167785234899329,13.9999999999999
20942570.9610181,2.24327117521812,0.167785234899329,13.3698962043
21929563.9228639,2.1423073407689,0.167785234899329,12.7681517509826
22963072.4299378,2.0458876274136,0.167785234899329,12.193490259385
24045288.6923484,1.95380751601297,0.167785234899329,11.6446927954373
25178508.2358835,1.86587169230535,0.167785234899329,11.1205952861399
26365134.7711283,1.78189363261888,0.167785234899329,10.6200860504085
27607685.2920579,1.70169520822983,0.167785234899329,10.1421034410498
28908795.4149188,1.62510630752769,0.167785234899329,9.68563359286504
30271224.9687244,1.55196447518562,0.167785234899329,9.24970827210627
31697863.8492225,1.48211456757091,0.167785234899329,8.83340282272264
33191738.1487515,1.41540842366459,0.167785234899329,8.43583420504094
34756016.5749878,1.35170455079197,0.167785234899329,8.05615912272014
36394017.1722,1.29086782449777,0.167785234899329,7.69357223400668
38109214.3592652,1.23276920192899,0.167785234899329,7.34730444349676
39905246.2993779,1.17728544811774,0.167785234899329,7.01662127078176
41785922.6170811,1.12429887458337,0.167785234899329,6.70082129251688
43755232.4789914,1.07369708969936,0.167785234899329,6.3992346546082
45817353.0553558,1.02537276029568,0.167785234899329,6.11122165136227
47976658.3803902,0.979223383990713,0.167785234899329,5.83617136858465
50237728.630192,0.935151071769952,0.167785234899329,5.57350038774891
52605359.8379081,0.893062340350304,0.167785234899329,5.32265154848781
55084574.0667638,0.852867913889492,0.167785234899329,5.08309276678138
57680630.0625326,0.814482534620034,0.167785234899329,4.8543159063354
60399034.4080408,0.77782478200608,0.167785234899329,4.63583570075624
63245553.2033681,0.742816900039546,0.167785234899329,4.42718872423569
66226224.2965188,0.709384632309192,0.167785234899329,4.22793240856279
69347370.0905069,0.677457064492821,0.167785234899329,4.03764410437721
72615610.9540209,0.64696647393849,0.167785234899329,3.8559201846734
76037879.2641129,0.617848186015688,0.167785234899329,3.6823751886535
79621434.1107002,0.590040436931775,0.167785234899329,3.51664100411338
83373876.6940679,0.563484242722694,0.167785234899329,3.35836608662726
87303166.448034,0.538123274140076,0.167785234899329,3.20721471387485
91417637.9229759,0.513903737169353,0.167785234899329,3.06286627352934
95726018.4645286,0.490774258925441,0.167785234899329,2.92501458319563
100237446.725455,0.46868577868396,0.167785234899329,2.7933672409564
104961492.049956,0.447591443816866,0.167785234899329,2.66764500514852
109908174.771526,0.427446510411737,0.167785234899329,2.54758120205395
115087987.467433,0.408208248363943,0.167785234899329,2.4329211602491
120511917.214873,0.389835850740363,0.167785234899329,2.32342167041256
126191468.89604,0.372290347222405,0.167785234899329,2.21885046944554
132138689.601521,0.355534521444743,0.167785234899329,2.11898574781067
138366194.183789,0.339532832054409,0.167785234899329,2.02361567904428
144887192.014999,0.324251337322822,0.167785234899329,1.93253797044402
151715515.005838,0.309657623150831,0.167785234899329,1.84555943397895
158865646.944858,0.295720734314063,0.167785234899329,1.76249557651182
166352754.220536,0.282411108802745,0.167785234899329,1.68317020846436
174192717.991218,0.269700515116715,0.167785234899329,1.60741507009562
182402167.871184,0.257561992382625,0.167785234899329,1.53506947460044
190998517.204289,0.245969793166316,0.167785234899329,1.46597996727124
200000000.000002,0.234899328859058,0.167785234899329,1.39999999999999
209425709.610182,0.224327117521811,0.167785234899329,1.33698962043
219295639.228639,0.214230734076889,0.167785234899329,1.27681517509826
229630724.299379,0.204588762741359,0.167785234899329,1.2193490259385
240452886.923485,0.195380751601296,0.167785234899329,1.16446927954373
251785082.358836,0.186587169230534,0.167785234899329,1.11205952861398
263651347.711284,0.178189363261887,0.167785234899329,1.06200860504085
276076852.92058,0.170169520822982,0.167785234899329,1.01421034410497
289087954.149189,0.162510630752768,0.167785234899329,0.9685633592865
302712249.687245,0.155196447518561,0.167785234899329,0.924970827210624
316978638.492226,0.148211456757091,0.167785234899329,0.88334028227226
331917381.487516,0.141540842366458,0.167785234899329,0.843583420504091
347560165.749879,0.135170455079196,0.167785234899329,0.80561591227201
363940171.722001,0.129086782449776,0.167785234899329,0.769357223400665
381092143.592654,0.123276920192898,0.167785234899329,0.734730444349673
399052462.993781,0.117728544811774,0.167785234899329,0.701662127078173
417859226.170813,0.112429887458336,0.167785234899329,0.670082129251686
437552324.789916,0.107369708969936,0.167785234899329,0.639923465460817
458173530.55356,0.102537276029568,0.167785234899329,0.611122165136225
479766583.803904,0.0979223383990708,0.167785234899329,0.583617136858462
502377286.301922,0.0935151071769948,0.167785234899329,0.557350038774889
526053598.379083,0.08930623403503,0.167785234899329,0.532265154848779
550845740.66764,0.0852867913889489,0.167785234899329,0.508309276678135
576806300.625329,0.0790751104647674,0.167785234899329,0.471287658370014
603990344.080411,0.0721173578671338,0.167785234899329,0.429819452888117
632455532.033684,0.0657718120805352,0.167785234899329,0.39199999999999
662262242.965191,0.0599846055415281,0.167785234899329,0.357508249027507
693473700.905072,0.0547066104483621,0.167785234899329,0.326051398272238
726156109.540212,0.0498930217133275,0.167785234899329,0.297362409411432
760378792.641133,0.0455029766107745,0.167785234899329,0.271197740600216
796214341.107005,0.0414992078919847,0.167785234899329,0.247335279036229
833738766.940682,0.0378477274221744,0.167785234899329,0.225572455436159
873031664.480344,0.0345175376540109,0.167785234899329,0.205724524417905
914176379.229763,0.0314803684883337,0.167785234899329,0.187622996190469
957260184.64529,0.0287104372882786,0.167785234899329,0.17111420623814
1002374467.25456,0.0261842300095581,0.167785234899329,0.156058010856967
1049614920.49956,0.0238803015889053,0.167785234899329,0.142326597469876
1099081747.71526,0.0217790938961698,0.167785234899329,0.129803399621172
1150879874.67433,0.019862769704657,0.167785234899329,0.118382107439756
1205119172.14873,0.0181150612702774,0.167785234899329,0.107965765170853
1261914688.9604,0.0165211322340894,0.167785234899329,0.0984659481151727
1321386896.01521,0.0150674516759218,0.167785234899329,0.0898020119884941
1383661941.83789,0.0137416792499121,0.167785234899329,0.081900408329476
1448871920.15,0.012532560426872,0.167785234899329,0.0746940601441571
1517155150.05839,0.0114298309541902,0.167785234899329,0.0681217924869735
1588656469.44859,0.0104241297222272,0.167785234899329,0.0621278131444738
1663527542.20537,0.00950691929752327,0.167785234899329,0.0566612390132387
1741927179.91219,0.00867041344822309,0.167785234899329,0.0516756641514096
1824021678.71185,0.00790751104647671,0.167785234899329,0.0471287658370012
1909985172.0429,0.00721173578671335,0.167785234899329,0.0429819452888116
2000000000.00003,0.0065771812080535,0.167785234899329,0.0391999999999988
